Original_Review,측면 및 감성 추출,label
"메론빵과 소라빵, 치즈타르트는 맛있었어요... 오사카 치즈케잌은 그냥 아무 맛도 없어서 별로였어요... 매장이 좁은 만큼 빵에 대한 위생을 생각하는 장치가 필요해보였습니다.","베이커리빵(긍정), 케이크(부정), 쿠키구움과자(긍정), 공간편의시설(부정), 서비스(부정), 가격가성비(부정)",012100202200
"분위기도 좋고 소금빵도 커피도 너무 맛있어요","커피음료(긍정), 베이커리빵(긍정), 분위기감성(긍정)",110000010000
"엄청커요 햄버거같음 하나먹으먄 배불러용 좀느끼해서 아아 필수","베이커리빵(긍정)",010000000000
"처음가봤는데 단체석 예약도 되고 좋아요!... 1인당 1음료 값만 지불하면 최대 3시간까지 단체석 이용비 없이 이용가능 하다는 점이 좋습니다!","공간편의시설(긍정), 가격가성비(긍정)",000000100100
"공간도 넓고 커피도 맛있어요","커피음료(긍정), 공간편의시설(긍정)",100000100000
"바질 크림치즈에 플레인 먹었는데 너무 맛있더라구요... 감자치즈 베이글도 안에 감자 샐러드 있어서 맛있게 먹었어요!","베이커리빵(긍정)",010000000000
"1박2일 천상가옥 시청하다 궁금해서 왔어요.. 커피 스콘 맛있어요","커피음료(긍정), 쿠키구움과자(긍정)",100100000000
"카페 분위기 너무 제가 좋아하는 스탈!!... 커피도 진짜 맛있어서 친구랑 또 오기로 했어요 흑임자 고소 그 자체","커피음료(긍정), 분위기감성(긍정)",100000010000
"앙버터 스콘도 너무 귀엽지만 다른 디저트들도 엄펑 먹음직스럽고 예뻤어요 내부 분위기도 좋아서 사진 찍을 때도 좋아요 !!","쿠키구움과자(긍정), 분위기감성(긍정)",000100010000
"이름답게 숲뷰가 이쁘네요 맛있는건 기본","분위기감성(긍정)",000000010000
"강남구청 본점 가다가 성수에 생겨서 왔는데 역시나 훌륭하네요 직원분이 친절 하십니다","서비스(긍정)",000000001000
"깔끔하고 좋았어요! 허니레몬티는 너무 레몬맛만 나고 꿀맛이 아예 안나서 조금 아쉬웠습니다","커피음료(중립), 공간편의시설(긍정)",300000100000
"달달한거 좋아해서 초콜릿밀크 시켰는데 너무 맛있고 사장님이 너무 친절하시고 자주 오고 있습니다!","커피음료(긍정), 서비스(긍정)",100000001000
"처음 방문해서 포장해서 먹었는데 너무 맛있어요, 두개만 산걸 후회하네요!","대상 모호(긍정), 선물포장(긍정)",000000000010
"군고구마 아이스크림 너무 맛있어요!!! 사장님이 맛있고 크로와상이 친절해요!!!!","베이커리빵(긍정), 기타디저트(긍정), 서비스(긍정)",010001001000
"아침인데 빵이 따뜻하지 않았어요.","베이커리빵(부정)",020000000000
"소문 대로 버터가 맛있군요. 택배가 되었음 합니다.","베이커리빵(긍정)",010000000000
"성수에서 더운날씨 때문에 갔는데...음....","공간편의시설(부정)",000000200000
"신랑과 함께 데이트옴 팬케이크 맛집이에요","베이커리빵(긍정)",010000000000
"초콜릿 우유가 찐으로 맛있어요. 그리고 시원해서 잘쉬다 갑니다.","커피음료(긍정), 공간편의시설(긍정)",100000100000
"입장할때 대기를 시킨다. 대기해서 들어갈 정도로 특별한 맛은 아님.","서비스(부정), 혼잡도_웨이팅(부정)",000000002002
"저녁 시간대에 자리 맡아두고 장시간 외출하시는 분들이 많아 앉을 자리를 찾기 힘들었어요 매장 좌석 관리에 신경 써 주시면 좋을 것 같아요.","공간편의시설(부정)",000000200000
"사장님이 정말 친절하시고 디저트 정말정말 맛있어요! 또가고싶네용","기타디저트(긍정), 서비스(긍정)",000001001000
"베이글이 쫄깃쫄깃해서 맛있어요!! 그린티라떼랑 자두에이드 먹었는데 음료 둘 다 맛있어서 놀랐어요!","커피음료(긍정), 베이커리빵(긍정)",110000000000
"넘 이쁘구 맛있어요! 귀엽고 아기자기해툐","분위기감성(긍정)",000000010000
"말차 자체는 맛있었어요 말차에스프레소는 맛이 없을 수 없는 조합인 것 같아요","커피음료(긍정)",100000000000
"실제 베어문듯한 복숭아맛이 나서 너무 좋았어요.","커피음료(긍정)",100000000000
"출근길에 기다리지 않고 가볍게 들려서 픽업하기 좋아요","서비스(긍정), 혼잡도_웨이팅(긍정)",000000001001
"맛은 제가 살면서 먹었던 소금빵 중에서 젤 맛있었용 버터향이 가득하고 쫄깃하니... 포장이라 그런지 생각보다 빨리 받을 수 있었어요","베이커리빵(긍정), 서비스(긍정), 선물포장(긍정)",010000001010
"맛, 분위기, 가격 모두 만족스럽습니다.","분위기감성(긍정), 가격가성비(긍정)",000000010100
"맛있어서 종종 찾는곳이예여 올때마다 너무 맛있구 이곳만한데가 없어염","대상 모호(긍정)",000000000000
"공간이 좋아서 힐링되는 곳입니다!! 너무 맛있고 친절하시셔서 다시 오고싶은 공간이에요!","공간편의시설(긍정), 분위기감성(긍정), 서비스(긍정)",000000111000
"음료는 말할것 없이 맛있었고 크로플 먹었는데 브라운치즈에 블루베리, 아이스크림 걍 미친 맛도리... 카페 자체가 너무너무 이뻐요..","커피음료(긍정), 기타디저트(긍정), 분위기감성(긍정)",100001010000
"음악 들으면서 힐링하고 싶어서 찾아왔어요! 선선한 날씨에 창가에 앉아있으니 너무 좋네요","분위기감성(긍정)",000000010000
"포장도 너무 예쁘고 먹기 아까울 정도로 예쁘고 맛있었음","대상 모호(긍정), 선물포장(긍정)",000000000010
"초코라떼 맛있고 옥수수 소금빵 미쳤어요","커피음료(긍정), 베이커리빵(긍정)",110000000000
"패스츄리가 정말 겹겹이 있고 맛있어요","베이커리빵(긍정)",010000000000
"진짜 너무 맛있었어요. 포장도 너무 귀엽고 여캐껏 먹어본 소금빵 중에 최고임..","베이커리빵(긍정), 선물포장(긍정)",010000000010
"땅콩향도 좋고 장소도 조용하면서 넉넉해서 좋아요","베이커리빵(긍정), 공간편의시설(긍정), 분위기감성(긍정)",010000110000
"분위기가 너무 좋고 작업하기에 좋아요 그리고 커피가 넘나 맛있습니당","커피음료(긍정), 분위기감성(긍정)",100000010000
"친구와 함께 왔는데 카페가 아담하니 예뻐요 소문대로 케이크도 맛있고 커피도 맛있어요","커피음료(긍정), 케이크(긍정), 분위기감성(긍정)",101000010000
"단일메뉴에 테이크아웃 이라서 금방금방 차례가 와서 기다릴만했어요 딱 소금빵의 정석 친환경적인 포장 넘 좋고","베이커리빵(긍정), 선물포장(긍정), 혼잡도_웨이팅(중립)",010000000013
"너무 맛있고 신기하네요. 상큼 달달하면서 깻잎향이 너무 잘어울려요.","커피음료(긍정)",100000000000
"고급스럽고 이국적인 분위기에 즐기기 좋습니다","분위기감성(긍정)",000000010000
"내부 층고가 높고 분위기가 조용해서 데이트하기 좋을 것 같아요... 디저트가 너무 맛있더라구요","기타디저트(긍정), 공간편의시설(긍정), 분위기감성(긍정)",000001110000
"컨셉에 충실한 멋있는 카페입니다 오전 오후 모두 즐길 수 있는 재밌는 곳이에요 !","분위기감성(긍정)",000000010000
"뷰가 좋고 말차라떼 맛잇네요","커피음료(긍정), 분위기감성(긍정)",100000010000
"쵸코 버터소금베이글 골랐었는데 맛있는 초코이고 중간중간 씹히는 소금이 밸런스가 좋아요!!","베이커리빵(긍정)",010000000000
"콜드브루 돌체라떼 맛있어요!!","커피음료(긍정)",100000000000
"그 풍부한 향과 깊은 맛은 커피 애호가들에게 권하고 싶습니다... 고요한 음악과 부드러운 조명은 편안한 분위기를 조성하며... 친절하고 프로페셔널한 스태프","커피음료(긍정), 분위기감성(긍정), 서비스(긍정)",100000011000
"너무 맛있어요! 베이글 댑악","베이커리빵(긍정)",010000000000
"분위기도 너무 좋고 음악도 좋고 커피도 너무 맛있어요! 무엇보다 직원분과 사장님이 너무 친절하시셔서 기분이 좋았어요!","커피음료(긍정), 분위기감성(긍정), 서비스(긍정)",100000011000
"시그니처라떼가 아주 맛있네요 황금이 올라간 아인슈페너도 맛있어요... 인테리어도 예쁘고","커피음료(긍정), 분위기감성(긍정)",100000010000
"크로와상 jmt 아늑하고 좋구여 디저트가 넘 마쉿는","베이커리빵(긍정), 기타디저트(긍정), 분위기감성(긍정)",010001010000
"크림이 진짜 일품입니당 가게가 작지만 대화하기 좋고 이뻐서 다시 또 가고싶어요!","커피음료(긍정), 공간편의시설(부정), 분위기감성(긍정)",100000210000
"아메리카노 가성비 좋아요 )","커피음료(긍정), 가격가성비(긍정)",100000000100
"쥬씨가 새로 생겨서... 아사히볼에 요거트 아이스크림까지 메뉴 다양성 무엇 새로 나온 수박 빙수도 먹어봤는데... jmt","빙수과일(긍정), 기타디저트(긍정)",000011000000
"종업원도 친절하고 무엇보다 커피랑 음식 맛나요","커피음료(긍정), 서비스(긍정)",100000001000
"베이글 쫄깃하고 맛있어요! 맥주 가격행사하고있어서 좋아요 한가지 아쉬운건 좌석이 더 많아졌으면 좋겠어요","커피음료(긍정), 베이커리빵(긍정), 공간편의시설(부정), 가격가성비(긍정)",110000200100
"가성비 좋고 커피맛도 좋아요","커피음료(긍정), 가격가성비(긍정)",100000000100
"일요일 저녁에 방문 했는데 분위기 너무 좋아요! 직원분들 응대가 친절합니다... 수제 아이스크림도 맛있어요!","기타디저트(긍정), 분위기감성(긍정), 서비스(긍정)",000001011000
"스윗산타라떼 달달해서 넘 맛있어요 케이크가 너무 달다싶었는데 딸기가 상큼해서 조합 괜찮았어요","커피음료(긍정), 케이크(긍정)",101000000000
"지나가나 예뻐서 들어왔는데 아인슈페너 맛있고 케이크가 진짜 대박이네요 비쥬얼도 너무 예쁘고","커피음료(긍정), 케이크(긍정), 분위기감성(긍정)",101000010000
"점원분들이 친절하시고 웃는 얼굴로 대해주십니다) 디카페인 아이스라떼 맛있어요!! 스콘이랑 같이 먹으면 찰떡이에요","커피음료(긍정), 쿠키구움과자(긍정), 서비스(긍정)",100100001000
"저스트 인스타 갬성 카페,,, 불편한 테이블 구성,, 사진 앞에 있는 테이블은 벽보고 마시는 구조 ,,,, 2층 너무 더워용","공간편의시설(부정), 분위기감성(중립)",000000230000
"후추커피 너무 독특하고 맛있었어요!!!! 크루키도 포장했는데 기대돼용","커피음료(긍정), 쿠키구움과자(긍정), 선물포장(긍정)",100100000010
"음식도 맛있고 아침 일찍 오픈해서 더 좋아요 여러 잼을 맛볼 수 있어서도 좋구요","베이커리빵(긍정), 서비스(긍정)",010000001000
"서울숲이랑 가까워서 피크닉갔다가 들르기 좋아요!! 빙수가 4종인데 지금은 제철인 딸기와 애플망고만 판매하신다고 합니다. 딸기빙수 사진보고 너무 맛있어보여서 방문했는데 예쁘고 맛도 있어서 좋았어요!!","빙수과일(긍정), 공간편의시설(긍정)",000010100000
"가격은 약간 비싸지만 맛있고 인테리어도 예뻐요.","분위기감성(긍정), 가격가성비(부정)",000000010200
"남이 사주면 먹을 맛. 너무 기대가 컸던 것인지... 실내자리는 간격이 좁고 시끄러워서 외부좌석을 이용했습니다.","커피음료(부정), 공간편의시설(부정), 분위기감성(긍정), 가격가성비(부정), 혼잡도_웨이팅(부정)",200000210202
"너무이쁜 타르트가게입니다. 너무 맛있습니다. 담엔 애플망고도 먹으로 갈게요!!","기타디저트(긍정), 분위기감성(긍정)",000001010000
"소금빵 너무 맛있는데 인당 5개 자주 올게요","베이커리빵(긍정), 서비스(중립)",010000003000
"지나가다 발견해서 먹었는데 인생 에그타르트집입니다 마싯어용","쿠키구움과자(긍정)",000100000000
"딸기모찌 파르페를 시겨보았어요. 크림이 진짜 맛있고 딸기랑 너무 잘 어울리네요. 두 번째 방문인데 서울숲이 잘 보이고 매장이 넓어서 넘 좋았어요.","기타디저트(긍정), 공간편의시설(긍정), 분위기감성(긍정)",000001110000
"파블로바 맛집이에용 많이 안달고 넘 맛있어요! 친절하신 사장님 덕분에 좋은시간 보내고 갑니다","기타디저트(긍정), 서비스(긍정)",000001001000
"직원분들 다들 엄청 친절하시고 소금빵 맛있어요","베이커리빵(긍정), 서비스(긍정)",010000001000
"시그니처 음료가 너무 맛있어요 유자 꿀 우유 빨대를 들면서 먹으라는직원의 말대로 하니 밑에서부터 순서대로 나오는게 정말 맛있어요","커피음료(긍정), 서비스(긍정)",100000001000
"피넛버터 사기위해 1n번 재방문 했습니다! 피넛버터 시중에 파는거 여러종류 먹어봤지만 여기가 1등입니다!!","베이커리빵(긍정)",010000000000
"우와 정신없고 무엇보다 커피나와서 부르는소리가 안들림","서비스(부정), 혼잡도_웨이팅(부정)",000000002002
"첫방문 차일디쉬 소금빵 붕어빵 음료 모두다 맛있었습니다 성수역 방문하시면 꼭 들려야하는 곳입니다","커피음료(긍정), 베이커리빵(긍정)",110000000000
"맛있구 직원분도 착하세요!!","서비스(긍정)",000000001000
"망고빙수 양 짱 많음 맛도리","빙수과일(긍정), 가격가성비(긍정)",000010000100
