text,aspect,classification_method
사진보고 기대하고 왔는데 실물이 훨~~~씬 예쁘고 상상 이상입니다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
따뜻한 분위기에 예쁜 소품들!,Vibe,keyword
1.2 층과 다른 분위기에 더욱 놀라구요!!,"Dessert/Bakery, Vibe",keyword
커피와 빵  넘 맛있고 특히 셈라는 씹히는 맛이 넘 잘 어울려 계속 손이가요!,"Dessert/Bakery, Coffee/Drink",keyword
인테리어에 반하고 맛에 또!,Vibe,keyword
반해버린 곳이에용 ♥,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"가오픈 때 인테리어에 반해 방문했는데 
다양한 디저트면 디저트, 커피면 커피까지 하나같이
다 맛나서 바로 저장해버렸어용><","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"헤헤
언제봐도 좋은 크리스마스 데코에
포토존도 넘쳐나서 너무 좋았어용 ㅎ-ㅎ",Coffee/Drink,keyword
"💖
성수에서 핫한 신상 카페 찾으시는 분들은 꼬-옥
도전해보세용~~!~!","Service, Dessert/Bakery, Coffee/Drink",keyword
"특히 낭낭한 크림과
생망고가 듬-쁙 둘어간 셈라는 먹자마자 행복해지는
맛이여서 꼬-옥 머스트에용","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"달콤한 휘핑크림, 부드러운 밀크 번으로 영국과 북유럽 감성 그대로 즐길 수 있던 셈라는 부드럽고 촉촉하면서도 달콤한 맛이 완전 중독인데, ﻿특히 헨리스플랏의 셈라는 애플망고를 넣어 상큼달달한 맛과 식감까지 더해진 것이 특징이더라구요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"먹기 좋은 방법 알려주신대로 빵 속을 살짝 파낸 후, 별도로 챙겨주신 크럼블을 안에 부어 함께 먹으면 달콤하고 고소한 견과류의 깊은 풍미까지 더해준 덕에 계속 퍼먹게 되던 디저트로 단연 이 날의 원픽!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"단독 전체 공간 포토존부터 햇살까지 제대로 맛집인데, 테이블 구성도 다양하고, 셈라뿐만 아니라 번, 스콘까지 찐 맛집이라, 여긴 완전 단골각이지 싶어요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"정식 오픈 되면, 브런치 메뉴 오픈이라하니, 무조건 재방문각입니다.","Service, Dessert/Bakery, Coffee/Drink",keyword
"성수에 유니크한 카페 정말 많지만, 헨리스플랏이 그중 젤 예뻐요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
크리스마스 인테리어 구경하는 재미가 아주 쏠쏠했어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
디저트 종류도 다양해서 디저트 좋아하는 분들에게 완전 추천하고싶은 카페!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"스콘도 종류별로 있고, 번도 크림번부터 다양하게 있어요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
케이크도 정말 맛있어보이더라구요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
초콜릿 라떼도 다크초콜릿라떼가 있어서 좋았어요,"Vibe, Coffee/Drink",keyword
추운 겨울 방문하기 좋은 성수카페예요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
내부 좌석도 많고 분위기도 정말 좋았던 헨리스플랏!,"Dessert/Bakery, Vibe",keyword
주택을 개조해서 만든 카페라고 하는데 인테리어 하나하나 너무 아기자기하고 좌석도 편해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"근래 방문했던 성수 카페 중에서 맛도, 분위기도 제일 만족스러웠어요!","Vibe, Service, Coffee/Drink, Price, Dessert/Bakery",keyword
셈라가 진짜 너어무 맛나고 특별해서 강추!!,"Dessert/Bakery, Coffee/Drink",keyword
커피 진짜 맛있어요,Coffee/Drink,keyword
"👍
스콘이랑 소금번도 단백하니 맛있고
셈라를 처음 먹어봤는데 바삭한 그래롤라랑 먹는데 신기하고 맛있었어요","Dessert/Bakery, Coffee/Drink",keyword
"😁👍
다음엔 다크초코 먹으러 올듯😆","Dessert/Bakery, Coffee/Drink",keyword
진짜 사진찍기 바쁜 성수카페예요..,Coffee/Drink,keyword
❤️ 포토존 이렇게 많은 곳 너무너무 오랜만인데 웬만한 스튜디오보다 더 아름다운곳🥺 디저트랑 음료도 비주얼 장난아닌데 맛 더 미쳐버림..,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"바스번, 후룻츠셈라, 라즈베리잼 스콘 디저트 죄다 맛났고 헨리라떼랑 스트로베리 퐁듀라떼도 최고임","Dessert/Bakery, Coffee/Drink",keyword
당 글고 꼭 크림류 음료랑 바스번 같이 주문해서 크림에 찍먹하세요 극락갑니다,"Service, Dessert/Bakery, Coffee/Drink",keyword
😇 사장님??!,Service,keyword
이신거 같은데 직원분들도 다 친절하셔요,"Service, Dessert/Bakery, Coffee/Drink",keyword
"🙆🏻장점
1⃣어디든지 포토스팟인 성수동카페📸
2⃣유럽 그 자체를 그대로 옮겨놔 여권없이 영국여행 쌉가넝🇬🇧
3⃣특색 넘치는 영국식 디저트가 많은 성수역카페✨
4⃣1층, 2층 모두 넓고 좌석 많아","Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수데이트코스로 찰떡🫶🏼,Vibe,keyword
여러 성수동 카페들 중에 인테리어 제일 예쁘고 아늑한 카페에요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
😊 처음 와봤는데 분위기도 정말 좋고 음료랑 디저트로 넘 맛있어서 자주 오게 될 것 같아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
재방문의사 100%❤️,Service,keyword
"커피, 빵 맛, 분위기 모두 실망스러워요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
자리가 많지 않은데 관리도 제대로 안 되고 지하에서 주문하고 올라왔다 내려갔다 하는 게 불편했습니다.,"Service, Dessert/Bakery, Coffee/Drink",keyword
영국 분위기의 인테리어가 예쁜 카페였어요!,"Vibe, Coffee/Drink",keyword
"🧸
빵 종류도 많았는데 메론빵 적당히 달콤해서 맛있었어요!!","Dessert/Bakery, Coffee/Drink",keyword
"🍈 1,2층이 다른 분위기의 인테리어여서 구경하기 좋았어요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
가오픈한 카페에요.,"Dessert/Bakery, Coffee/Drink",keyword
디저트들이 쫄깃해 맛있어요!,Dessert/Bakery,keyword
성수 신상 카페 핸리스플랏😍여기 인테리어 진짜 너무 예뻐요,"Vibe, Coffee/Drink",keyword
영국 안가봤는데 안가도될듯 ㅠㅠ 소품 하나하나 다 너무 귀여워서 훔쳐가고 싶었어요,Vibe,keyword
"진심 ㅎㅎ
1층이랑 2층 있는데 2층이 더 넓고 예뻐욤","Vibe, Coffee/Drink",keyword
근데 포토존은 또 1층도 너무 예쁨,Vibe,keyword
"배불러가지고 빅토리아 케이크랑 커피만 먹었는데 진짜 케이크 맛있었구오
오늘은 친구들이랑 갔는데 다음에 남편 델꼬 한번 더 재방문 예정입니다 ㅎㅎㅎ","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
스콘이랑 번이랑 휘낭시에 등등 디저트 종류 많아요,Dessert/Bakery,keyword
셈라도 너무 궁금했는데 배불러서 못 먹었어여ㅠㅜ,"Dessert/Bakery, Coffee/Drink",keyword
다음에 셈라 먹으러 갑니다,"Dessert/Bakery, Coffee/Drink",keyword
대박나세요,Coffee/Drink,keyword
번이랑 스콘이 젤 맛있었어요.,Dessert/Bakery,keyword
😄😄😄 백화점에서 스콘 유명한 곳 다 가봤는데 여기가 더 맛있는 거 같아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
영국 가정집 느낌 인테리어도 취향저격..,Vibe,keyword
🫡🫡 맛있어서 포장도 해갔습니당 ㅎㅎ,"Dessert/Bakery, Coffee/Drink, Price",keyword
성수동에서 영국 분위기 + 주택 개조 카페 너무 이뻐요,"Vibe, Coffee/Drink",keyword
"🤍 
디저트 종류가 많아서 오늘은 일단 바질소금번이랑 스콘 먹엇는데 정말 맛있어요!","Dessert/Bakery, Coffee/Drink",keyword
그래서 담엔 다른 디저트 먹으러 갈거에요 ㅎㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
"가게에 겨울소품이랑 영국 관련 소품 진짜 많고, 사장님의 가게에 애정이 느껴집니다","Service, Vibe, Coffee/Drink",keyword
🎄💕 자리도 1층이랑 2층 있는데 자리 간격도 안좁아서 친구들이랑 얘기하기도 괜찮고 데이트로 가는것도 추천합니다 ㅎㅎㅎㅎ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"성수동 로우어가든이 헨리스플랏으로 바뀌어 1월
동안 가오픈한다고하여 가보았어요.","Dessert/Bakery, Coffee/Drink",keyword
성수동에서 가본 카페 중 가장 예쁜 것 같아요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동 데이트 여자친구와 가볼만한 곳으로 추천드려요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
번으로 이리 맛난 디저트 베이커리류를 만들 수 있다니 놀라워요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
딸기크림 대파크림치즈 앙버터 번 담백하니 커피와 즐기면 조합이 좋습니다.,"Dessert/Bakery, Coffee/Drink",keyword
남자친구도 너무 만족했어요,"Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
로우어가든 시절부터 너무 좋아했던 카페라 새로 오픈하셨다는 이야기듣고 찾아왔는데 메뉴 뭔가 업그레이드되고 인테리어 진짜 영국감성 제대로에요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"😭👍🏻
집이랑 가까우면 매일 오고싶은데 아쉽..","Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수오면 또올게요!!!!!,"Dessert/Bakery, Coffee/Drink",keyword
"정말 분위기 좋은 신상 성수카페❤️
커피도 디저트도 다 너무 맛있고 포토존이 가득해서 추억 남기기도 좋아요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
😍 성수동데이트 장소로 최고~!!,Vibe,keyword
대형카페라 이용하기도 편안하고 직원분들도 친절하셔서 좋았어요~,"Service, Dessert/Bakery, Coffee/Drink",keyword
브런치 메뉴 오픈하면 또 갈 거예요,"Dessert/Bakery, Coffee/Drink",keyword
재방문 의사 100%👍🏻👍🏻👍🏻,Service,keyword
맛있는 디저트들이 많아서 고르기 힘들었어요ㅋㅋ,Dessert/Bakery,keyword
공간도 너무 예쁘고 커피랑 빵 다 맛있네요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
스콘 먹으러 또 와야겠어요^^,"Dessert/Bakery, Coffee/Drink",keyword
성수 핫플 카페 검색해서 왔는데 인테리어 너무 예뻐요^^,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
빵도 맛있구 헨리라떼 마셨는데 짱맛!!,Dessert/Bakery,keyword
제가 애정하는 로우어가든에서 성수동에 새로운 카페를 오픈한다고해서 방문했어요,"Service, Dessert/Bakery, Coffee/Drink",keyword
건물 외관부터 영국에 온 듯한 느낌이었는데 인테리어가 정말 멋지더라구요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
1층에 위치한 크리스마스 트리가 포토존으로 인기가 많았어요,"Position, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"바스번, 스콘, 빅토리아 케이크를 주문했는데 바스번은 촉촉하고 부드러운 식감이라 브런치 메뉴로도 잘 어울릴 것 같아요","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
스콘은 다양한 종류를 맛볼 수 있었는데 오리지널을 주문하면 클로티드 크림과 딸기잼을 추가할 수 있다고 해요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
스콘은 영국에서 유학한 친구도 현지맛과 가깝다고 하더라구요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
디저트도 정말 맛있었어요,Dessert/Bakery,keyword
맛있고 친절합니다,"Service, Dessert/Bakery, Coffee/Drink",keyword
또오고싶어요!!,"Dessert/Bakery, Coffee/Drink",keyword
북유럽 여행하다가 잠깐 디저트 먹으러 온 기분이에요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어 단연코 성수동에서 손에 꼽습니다,Vibe,keyword
빈티지한 분위기 좋아하시면 여기 추천드려요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
너무너무 예쁜 공간에다가 딸기생크림케이크 맛도리맛❤️👍 디저트도 맛있었고 아아는 말모😆 특별한 메뉴로 과일주스 주문했는데 완전 상큼달콤 맛있었어요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
제 최애 단골카페 찜입니다,Coffee/Drink,keyword
용 포토존이랑 비지엠도 내 취저이지뭐에요,"Vibe, Coffee/Drink",keyword
성수에 너무 북적이지않은 조용한곳에 새로생긴 대형카페가 있다고해서 가봤는데 입구부터 커다란 크리스마스트리가 너무 이쁘더라구요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
지하에서 주문하는 시스템인데 빵도 너무 다양하고 케잌도 너무 맛있는게 많아서 선택장애가 왔어요ㅜㅜㅋㅋ,"Service, Dessert/Bakery, Coffee/Drink",keyword
1층 2층까지 자리가 있어서 넓고 인테리어도 너무 마음에쏙!,"Vibe, Coffee/Drink",keyword
번잡스러운 분위기아니고 차분하고 조용한분위기라 자주 찾게될것같아요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
진짜 제 인생카페 중에 0순위가 될것같아요✨,"Dessert/Bakery, Coffee/Drink",keyword
영국감성의 아늑한 느낌!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어 소품 하나가 너무 기엽고 따뜻한 느낌이 너무 좋아서 몇시간 동안 안에서 보고만 있어도 힐링 되는 기분🌿 (인생사진도 백만장 건졌어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
🫶🏻)디저트 종류도 다양하고 개인적으로 스콘이랑 케이크가 진짜 너무 맛있어서 계속 손이 가는맛!,"Dessert/Bakery, Coffee/Drink",keyword
커피는 헨리라떼 직원분한테 물어보고 추천 받아서 마셨는데 백번 마시세요!!!!,"Service, Vibe, Coffee/Drink",keyword
위에 크림이 너무 부드럽고 밑에는 달달구리 진짜 라떼 좋아하시면 핵추천✨ 진짜 다음에도 친구들 데리고 또 방문하겠습니다!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"성수카페 중 넘예쁘고 사랑스러운 헨리스플랏~
영국가정식 카페라는데  인테리어가 멋져서 사진찍기에도 좋고 데이트하기 좋은곳 이에요ㅎ","Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛난 번 이랑 디저트도 많아요~,Dessert/Bakery,keyword
성수에 이렇게 분위기 좋고 이쁜 카페가 있는지 몰랐어요!,"Vibe, Coffee/Drink",keyword
역이랑 조금 먼데 걸어올만 하고 성수에서 꼭 가봐야 될 카페에요!!,"Position, Dessert/Bakery, Coffee/Drink",keyword
"😍😍
영국식 디저트들 종류가 굉장히 많고 맛도 있어서 여러번 와야할 것 같아요 ㅎㅎ","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"무엇보다 1,2층 분위기가 장난아니에요",Vibe,keyword
"🥰
잠시 영국에 온 느낌이랄까요!!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
완전 추천 합니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
사장님이 영국 유학 시절 즐겨 먹었던 영국식 베이커리를 즐길 수 있는 카페라고 해요🇬🇧,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"특히, 영국 ‘바스’ 지역을 대표하는 ‘바스번’은 서울에선 여기에서만 맛볼 수 있답니다","Dessert/Bakery, Coffee/Drink, Vibe",keyword
😋 포근포근한 식감과 고급스러운 버터의 풍미가 굉장히 풍부해요.,"Dessert/Bakery, Coffee/Drink",keyword
오이 넣은 바스번은 오이의 산뜻한 맛과 새콤한 소스가 조화로워 맛있게 먹었습니다,"Dessert/Bakery, Coffee/Drink",keyword
"👍🏻 주택 한 채를 전체로 운영하고, 1, 2층 전부 인테리어가 예뻐서 눈길 가는 곳마다 포토존 그 자체예요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동에서 아늑한 영국 감성을 제대로 느꼈어요,Vibe,keyword
빵도 다양하고 케이크도 정말 맛있어보였어요 :) 커피도 맛있구 •• 무엇보다 인테리어가 정말 정말 예뻐서 성수 오면 꼭 다시 올 것 같아요 ㅠㅠ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
💓 유럽 가정집 인테리어인데 사장님이 정말 섬세하게 꾸며놓으셨다고 느꼈답니다 :),"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
핫해질 것 같아요,Dessert/Bakery,keyword
성수에 이런 분위기 좋은 카페가 있다니!!,"Vibe, Coffee/Drink",keyword
"매장도 넓고 볕 맛집인것도 너무 좋은데
커피도 맛있고 주문한 디저트 다 맛있었어요!!!!","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
재방문의사 500% 카페입니다!,"Service, Coffee/Drink",keyword
분위기가 어마어마하게 좋네요.,Vibe,keyword
오전에 방문했는데 아직 소문 안나서 한적해서 좋았어요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피맛도 좋고 디저트들도 다 맛있었어요.,"Dessert/Bakery, Coffee/Drink",keyword
성수동 최애카페😍 3층짜리 단독건물인데 층마다 인테리어가 다 달라서 포토스팟도 엄청 많고 따뜻하고 아늑한 분위기라 친구들과 오기도 좋고 혼자 힐링하러 오기도 좋더라구요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"거기에 달달한 디저트들까지 완벽,, 꾸덕하고 달달한 바노피케이크 완전 취저구요!","Dessert/Bakery, Coffee/Drink",keyword
딥초코+스팀우유 조합은 먼저 딥초코에 디저트 콕 찍어서 먹고 나중에 스팀우유 부어서 핫초코로 먹으면 극락입니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
영국가정식분위기의 주택개조카페인데 가오픈기간에도 사람들이 꽤 많았다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
아기자기하고 깔끔한분위기에 영국 공주집에 놀러온 거 같다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
2층 3층 공간이 다른 분위기인듯 이국적이라 두곳다 사람들이 많았다,"Dessert/Bakery, Vibe",keyword
